!Exp Random multi restar (85s)
n d i ls_name move_strg rmr_duration number_of_runs fo_max fo_mean fo_sd n_moves_mean n_moves_sd mean2_round_time
1000 10 4 bs_array first_move 85.003000 1362 1625210 1618525.617474 1976.186822 2122.083700 68.398260 0.000000
1000 10 4 tree best_move 85.008000 302 1623216 1617144.754967 2171.547801 1315.314570 55.290357 0.000000
1000 10 4 tree first_move 85.223000 223 1624517 1618444.780269 2134.059346 2119.452915 72.531894 0.000000
1000 10 4 basic first_move 85.168000 422 1624457 1618628.462085 2060.781202 2123.490521 69.857870 0.000000
1000 10 5 bs_array best_move 85.198000 124 1622785 1616346.451613 2278.653395 1318.556452 57.520866 0.000000
1000 10 5 bs_array first_move 85.057000 1354 1624266 1617787.242245 2051.112074 2120.902511 66.780042 0.000000
1000 10 5 tree best_move 85.155000 295 1622811 1616565.722034 2311.035588 1318.922034 56.486363 0.000000
1000 10 5 tree first_move 85.162000 219 1622992 1617588.461187 2002.308627 2120.607306 66.683955 0.000000
1000 10 5 basic first_move 85.107000 454 1624151 1617933.207048 2004.776909 2118.788546 71.361426 0.000000
1000 50 1 bs_array best_move 88.646000 21 8080185 8067982.476190 5939.568676 1676.952381 85.248922 2.000000
1000 50 1 bs_array first_move 85.140000 82 8081427 8070350.585366 4021.066302 3027.304878 129.277796 0.000000
1000 50 1 tree best_move 85.486000 27 8074227 8068952.962963 4168.306589 1708.592593 90.293455 1.000000
1000 50 1 tree first_move 88.048000 17 8079901 8071299.705882 5054.175988 2976.294118 137.439084 1.000000
1000 50 1 basic first_move 85.329000 276 8085394 8069962.478261 4517.991532 3011.485507 122.163245 0.000000
1000 50 2 bs_array best_move 85.612000 20 8072885 8065315.400000 4726.077595 1691.100000 84.666345 2.000000
1000 50 2 bs_array first_move 85.531000 83 8079490 8068253.807229 4559.770591 2997.132530 122.755489 0.000000
1000 50 2 tree best_move 85.285000 27 8074375 8066658.814815 4714.985166 1687.925926 92.907730 1.000000
1000 50 2 tree first_move 89.805000 17 8075718 8068871.117647 3232.878154 3011.411765 110.136311 1.000000
1000 50 2 basic first_move 85.247000 268 8080107 8068980.604478 4858.192436 3030.175373 130.152763 0.000000
1000 50 3 bs_array best_move 86.420000 20 8072887 8065403.300000 3855.799828 1715.800000 93.827821 2.000000
1000 50 3 bs_array first_move 85.040000 82 8079116 8066876.500000 4501.650411 3024.817073 128.718271 0.000000
1000 50 3 tree best_move 86.442000 27 8076225 8065988.370370 5470.261448 1716.814815 101.816479 1.000000
1000 50 3 tree first_move 87.680000 17 8070236 8064555.294118 4146.130312 2947.294118 105.558885 1.000000
1000 50 3 basic first_move 85.158000 300 8081323 8066265.546667 4573.034345 3011.480000 132.329600 0.000000
1000 50 4 bs_array best_move 88.983000 21 8075375 8065309.380952 5239.024432 1679.190476 78.177831 2.000000
1000 50 4 bs_array first_move 85.036000 83 8081254 8068816.686747 4984.401617 2988.337349 141.084891 0.000000
1000 50 4 tree best_move 87.203000 28 8077876 8066819.392857 4619.598579 1664.500000 84.018918 1.000000
1000 50 4 tree first_move 89.113000 17 8077041 8068566.470588 4945.121674 3011.352941 120.681370 1.000000
1000 50 4 basic first_move 85.147000 276 8084693 8069413.532609 4675.692701 3023.119565 131.839701 0.000000
1000 50 5 bs_array best_move 85.180000 20 8075873 8063906.650000 4538.863594 1687.650000 88.973746 2.000000
1000 50 5 bs_array first_move 85.029000 82 8074835 8065799.524390 4822.504018 3019.817073 128.837876 0.000000
1000 50 5 tree best_move 85.685000 27 8071794 8064356.703704 4899.495106 1694.037037 84.017847 1.000000
1000 50 5 tree first_move 89.481000 17 8071560 8065072.000000 3476.780813 3006.705882 117.217126 1.000000
1000 50 5 basic first_move 85.221000 296 8077997 8065083.871622 4507.615360 3007.047297 119.462582 0.000000
1000 100 1 bs_array best_move 88.051000 9 25758623 25754329.111111 2620.703007 1801.777778 85.823822 4.222222
1000 100 1 bs_array first_move 87.010000 24 25768638 25760862.250000 4361.534822 3396.166667 146.132550 0.000000
1000 100 1 tree best_move 87.449000 11 25763139 25757796.545455 2687.450720 1825.909091 65.676140 3.000000
1000 100 1 tree first_move 97.752000 7 25767298 25760514.142857 4042.368458 3374.000000 117.293283 3.000000
1000 100 1 basic first_move 85.155000 226 25771063 25759466.035398 4987.222098 3398.929204 141.893748 0.000000
1000 100 2 bs_array best_move 92.317000 9 25766506 25760953.666667 3594.392195 1893.333333 110.804131 4.222222
1000 100 2 bs_array first_move 88.414000 24 25772933 25762421.458333 4248.108785 3449.333333 177.837629 0.000000
1000 100 2 tree best_move 88.496000 11 25769772 25760414.090909 4668.023029 1823.454545 106.919990 3.000000
1000 100 2 tree first_move 99.083000 7 25766915 25760454.714286 4742.232570 3407.000000 111.502723 3.000000
1000 100 2 basic first_move 85.016000 228 25773238 25760603.785088 4998.156898 3408.728070 165.446858 0.000000
1000 100 3 bs_array best_move 90.030000 9 25797609 25792954.111111 3120.818482 1841.666667 69.447022 4.111111
1000 100 3 bs_array first_move 86.865000 24 25802493 25794452.583333 3971.720188 3365.750000 146.070545 0.000000
1000 100 3 tree best_move 85.310000 11 25799506 25793105.909091 4269.859848 1769.000000 59.022338 3.000000
1000 100 3 tree first_move 97.136000 7 25798621 25794662.714286 4136.556947 3340.000000 104.683196 3.000000
1000 100 3 basic first_move 85.191000 224 25808006 25795078.879464 5017.945870 3391.450893 165.742343 0.000000
1000 100 4 bs_array best_move 88.893000 9 25819158 25809034.111111 5423.539573 1813.111111 108.388647 4.444444
1000 100 4 bs_array first_move 87.247000 24 25815870 25807152.583333 5685.150581 3393.791667 128.972213 0.000000
1000 100 4 tree best_move 88.533000 11 25816777 25805756.272727 5121.034271 1834.636364 127.322263 3.000000
1000 100 4 tree first_move 97.025000 7 25816751 25807096.000000 7265.982616 3336.142857 231.223719 3.000000
1000 100 4 basic first_move 85.040000 229 25821345 25807450.624454 5624.060344 3424.812227 170.124985 0.000000
1000 100 5 bs_array best_move 88.092000 9 25767280 25760529.555556 4343.237675 1796.888889 86.815826 4.111111
1000 100 5 bs_array first_move 85.305000 23 25774796 25765722.260870 4513.996885 3495.260870 150.857611 0.000000
1000 100 5 tree best_move 86.834000 11 25769906 25762560.909091 4332.329382 1802.363636 76.522454 3.000000
1000 100 5 tree first_move 85.741000 6 25770259 25763422.166667 4139.614007 3447.666667 135.989787 3.000000
1000 100 5 basic first_move 85.401000 226 25776481 25763414.132743 4821.694295 3419.783186 156.372830 0.000000
